task_id,region,anomaly,arrival_time_s,decision_time_s,latency_ms,joules_cost,decision_sat_id,success,semantic_compliant,engine
1,EUROPE,restricao_residencia_dados_ue,50.0,50.0,1.254,0.005,2,1,1,DRL
2,BRAZIL,,60.0,60.0,0.596,0.005,1,1,1,DRL
3,BRAZIL,,90.0,90.0,0.621,0.005,1,1,1,DRL
4,EUROPE,,95.0,95.0,0.545,0.005,2,1,1,DRL
5,EUROPE,,115.0,115.0,0.57,0.005,2,1,1,DRL
6,USA,,130.0,130.0,0.576,0.005,15,1,1,DRL
7,EUROPE,,145.0,145.0,0.689,0.005,2,1,1,DRL
8,EUROPE,,155.0,155.0,0.548,0.005,2,1,1,DRL
9,EUROPE,,165.0,165.0,0.568,0.005,2,1,1,DRL
10,BRAZIL,,170.0,170.0,0.538,0.005,1,1,1,DRL
11,USA,,175.0,175.0,0.533,0.005,15,1,1,DRL
12,USA,,190.0,190.0,0.552,0.005,15,1,1,DRL
13,USA,,200.0,200.0,0.54,0.005,15,1,1,DRL
14,USA,,240.0,240.0,0.701,0.005,15,1,1,DRL
15,EUROPE,,250.0,250.0,0.616,0.005,2,1,1,DRL
16,USA,,300.0,300.0,0.658,0.005,15,1,1,DRL
17,BRAZIL,,320.0,320.0,0.597,0.005,1,1,1,DRL
18,USA,,335.0,335.0,0.603,0.005,15,1,1,DRL
19,USA,,355.0,355.0,0.581,0.005,15,1,1,DRL
20,EUROPE,,365.0,365.0,0.553,0.005,2,1,1,DRL
21,USA,,375.0,375.0,0.548,0.005,15,1,1,DRL
22,EUROPE,,405.0,405.0,0.584,0.005,2,1,1,DRL
23,EUROPE,,420.0,420.0,0.572,0.005,2,1,1,DRL
24,EUROPE,,430.0,430.0,0.55,0.005,2,1,1,DRL
25,USA,,445.0,445.0,0.567,0.005,15,1,1,DRL
26,EUROPE,,455.0,455.0,0.537,0.005,2,1,1,DRL
27,EUROPE,,465.0,465.0,0.536,0.005,2,1,1,DRL
28,USA,restricao_hipaa_eua,490.0,490.0,0.576,0.005,,0,0,DRL
29,BRAZIL,,580.0,580.0,0.618,0.005,1,1,1,DRL
30,USA,,585.0,585.0,0.532,0.005,15,1,1,DRL
31,EUROPE,,625.0,625.0,0.608,0.005,2,1,1,DRL
32,EUROPE,,630.0,630.0,0.526,0.005,2,1,1,DRL
33,EUROPE,,635.0,635.0,0.527,0.005,2,1,1,DRL
34,USA,,640.0,640.0,0.56,0.005,15,1,1,DRL
35,BRAZIL,restricao_residencia_dados_ue,645.0,645.0,0.56,0.005,,0,0,DRL
36,BRAZIL,,665.0,665.0,0.581,0.005,1,1,1,DRL
37,BRAZIL,,695.0,695.0,0.594,0.005,1,1,1,DRL
38,USA,restricao_hipaa_eua,715.0,715.0,0.574,0.005,,0,0,DRL
39,BRAZIL,,720.0,720.0,0.514,0.005,1,1,1,DRL
40,EUROPE,,735.0,735.0,0.552,0.005,2,1,1,DRL
41,BRAZIL,,745.0,745.0,0.547,0.005,1,1,1,DRL
42,EUROPE,,770.0,770.0,0.575,0.005,2,1,1,DRL
43,EUROPE,,795.0,795.0,0.66,0.005,2,1,1,DRL
44,BRAZIL,,805.0,805.0,0.54,0.005,1,1,1,DRL
45,BRAZIL,,815.0,815.0,0.544,0.005,1,1,1,DRL
46,BRAZIL,,850.0,850.0,0.564,0.005,1,1,1,DRL
47,USA,,860.0,860.0,0.531,0.005,15,1,1,DRL
48,BRAZIL,,910.0,910.0,0.589,0.005,1,1,1,DRL
49,BRAZIL,,920.0,920.0,0.536,0.005,1,1,1,DRL
50,BRAZIL,restricao_hipaa_eua,925.0,925.0,0.515,0.005,,0,0,DRL
51,USA,,930.0,930.0,0.51,0.005,15,1,1,DRL
52,EUROPE,restricao_hipaa_eua,970.0,970.0,0.574,0.005,,0,0,DRL
53,USA,,975.0,975.0,0.516,0.005,15,1,1,DRL
54,USA,,990.0,990.0,0.538,0.005,15,1,1,DRL
55,BRAZIL,,1010.0,1010.0,0.557,0.005,1,1,1,DRL
56,BRAZIL,falha_bateria_celula_critica,1025.0,1025.0,0.541,0.005,,0,1,DRL
57,USA,restricao_residencia_dados_ue,1030.0,1030.0,0.513,0.005,,0,0,DRL
58,BRAZIL,,1035.0,1035.0,0.524,0.005,1,1,1,DRL
59,USA,,1040.0,1040.0,0.51,0.005,15,1,1,DRL
60,USA,,1050.0,1050.0,0.505,0.005,15,1,1,DRL
61,EUROPE,,1090.0,1090.0,0.831,0.005,2,1,1,DRL
62,USA,,1100.0,1100.0,0.534,0.005,15,1,1,DRL
63,USA,,1105.0,1105.0,0.507,0.005,15,1,1,DRL
64,BRAZIL,,1110.0,1110.0,0.526,0.005,1,1,1,DRL
65,USA,,1120.0,1120.0,0.549,0.005,15,1,1,DRL
66,BRAZIL,,1135.0,1135.0,0.519,0.005,1,1,1,DRL
67,BRAZIL,,1145.0,1145.0,0.544,0.005,1,1,1,DRL
68,BRAZIL,,1150.0,1150.0,0.523,0.005,1,1,1,DRL
69,BRAZIL,,1170.0,1170.0,0.539,0.005,1,1,1,DRL
70,USA,,1180.0,1180.0,0.545,0.005,15,1,1,DRL
71,BRAZIL,,1195.0,1195.0,0.548,0.005,1,1,1,DRL
