task_id,region,anomaly,arrival_time_s,decision_time_s,latency_ms,joules_cost,decision_sat_id,success,semantic_compliant,engine
1,USA,,10.0,10.0,1.165,0.001,15,1,1,DRL_ONEHOT
2,USA,,20.0,20.0,0.58,0.001,15,1,1,DRL_ONEHOT
3,USA,,25.0,25.0,0.547,0.001,15,1,1,DRL_ONEHOT
4,BRAZIL,,50.0,50.0,0.558,0.001,1,1,1,DRL_ONEHOT
5,EUROPE,,55.0,55.0,0.53,0.001,2,1,1,DRL_ONEHOT
6,EUROPE,,60.0,60.0,0.524,0.001,2,1,1,DRL_ONEHOT
7,USA,,80.0,80.0,0.572,0.001,15,1,1,DRL_ONEHOT
8,USA,restricao_hipaa_eua,85.0,85.0,0.539,0.001,2,1,0,DRL_ONEHOT
9,USA,,120.0,120.0,0.59,0.001,15,1,1,DRL_ONEHOT
10,USA,,130.0,130.0,0.531,0.001,15,1,1,DRL_ONEHOT
11,BRAZIL,restricao_residencia_dados_ue,135.0,135.0,0.506,0.001,,0,0,DRL_ONEHOT
12,BRAZIL,,145.0,145.0,0.538,0.001,1,1,1,DRL_ONEHOT
13,EUROPE,,230.0,230.0,0.619,0.001,2,1,1,DRL_ONEHOT
14,BRAZIL,,240.0,240.0,0.551,0.001,1,1,1,DRL_ONEHOT
15,EUROPE,,245.0,245.0,0.528,0.001,2,1,1,DRL_ONEHOT
16,USA,,275.0,275.0,0.589,0.001,15,1,1,DRL_ONEHOT
17,BRAZIL,,305.0,305.0,0.577,0.001,1,1,1,DRL_ONEHOT
18,USA,,345.0,345.0,0.593,0.001,15,1,1,DRL_ONEHOT
19,BRAZIL,,355.0,355.0,0.553,0.001,1,1,1,DRL_ONEHOT
20,BRAZIL,restricao_itar_eua,380.0,380.0,0.556,0.001,,0,0,DRL_ONEHOT
21,USA,,385.0,385.0,0.538,0.001,15,1,1,DRL_ONEHOT
22,EUROPE,falha_bateria_celula_critica,390.0,390.0,0.543,0.001,2,1,0,DRL_ONEHOT
23,BRAZIL,,415.0,415.0,0.558,0.001,1,1,1,DRL_ONEHOT
24,BRAZIL,,425.0,425.0,0.546,0.001,1,1,1,DRL_ONEHOT
25,USA,,430.0,430.0,0.531,0.001,15,1,1,DRL_ONEHOT
26,BRAZIL,,440.0,440.0,0.539,0.001,1,1,1,DRL_ONEHOT
27,EUROPE,,495.0,495.0,0.611,0.001,2,1,1,DRL_ONEHOT
28,BRAZIL,,530.0,530.0,0.585,0.001,1,1,1,DRL_ONEHOT
29,USA,,560.0,560.0,0.581,0.001,15,1,1,DRL_ONEHOT
30,BRAZIL,,630.0,630.0,0.594,0.001,1,1,1,DRL_ONEHOT
31,BRAZIL,,655.0,655.0,0.581,0.001,1,1,1,DRL_ONEHOT
32,BRAZIL,,660.0,660.0,0.528,0.001,1,1,1,DRL_ONEHOT
33,USA,,665.0,665.0,0.519,0.001,15,1,1,DRL_ONEHOT
34,EUROPE,,675.0,675.0,0.541,0.001,2,1,1,DRL_ONEHOT
35,EUROPE,,690.0,690.0,0.561,0.001,2,1,1,DRL_ONEHOT
36,EUROPE,,695.0,695.0,0.539,0.001,2,1,1,DRL_ONEHOT
37,BRAZIL,,700.0,700.0,0.525,0.001,1,1,1,DRL_ONEHOT
38,BRAZIL,,745.0,745.0,0.601,0.001,1,1,1,DRL_ONEHOT
39,USA,,780.0,780.0,0.591,0.001,15,1,1,DRL_ONEHOT
40,BRAZIL,,785.0,785.0,0.524,0.001,1,1,1,DRL_ONEHOT
41,EUROPE,,790.0,790.0,0.535,0.001,2,1,1,DRL_ONEHOT
42,USA,,820.0,820.0,0.582,0.001,15,1,1,DRL_ONEHOT
43,EUROPE,restricao_hipaa_eua,825.0,825.0,0.527,0.001,2,1,0,DRL_ONEHOT
44,USA,,835.0,835.0,0.557,0.001,15,1,1,DRL_ONEHOT
45,BRAZIL,,840.0,840.0,0.551,0.001,1,1,1,DRL_ONEHOT
46,BRAZIL,,865.0,865.0,0.561,0.001,1,1,1,DRL_ONEHOT
47,BRAZIL,,870.0,870.0,0.511,0.001,1,1,1,DRL_ONEHOT
48,EUROPE,restricao_hipaa_eua,885.0,885.0,0.558,0.001,2,1,0,DRL_ONEHOT
49,EUROPE,,920.0,920.0,0.578,0.001,2,1,1,DRL_ONEHOT
50,USA,,940.0,940.0,0.582,0.001,15,1,1,DRL_ONEHOT
51,BRAZIL,,945.0,945.0,0.519,0.001,1,1,1,DRL_ONEHOT
52,EUROPE,falha_calibracao_sensor_termico,965.0,965.0,0.554,0.001,2,1,0,DRL_ONEHOT
53,BRAZIL,,970.0,970.0,0.51,0.001,1,1,1,DRL_ONEHOT
54,BRAZIL,,975.0,975.0,0.521,0.001,1,1,1,DRL_ONEHOT
55,BRAZIL,,985.0,985.0,0.547,0.001,1,1,1,DRL_ONEHOT
56,BRAZIL,,1010.0,1010.0,0.574,0.001,1,1,1,DRL_ONEHOT
57,BRAZIL,,1020.0,1020.0,0.527,0.001,1,1,1,DRL_ONEHOT
58,EUROPE,,1025.0,1025.0,0.528,0.001,2,1,1,DRL_ONEHOT
59,USA,falha_calibracao_sensor_termico,1030.0,1030.0,0.533,0.001,2,1,0,DRL_ONEHOT
60,USA,,1040.0,1040.0,0.538,0.001,15,1,1,DRL_ONEHOT
61,USA,,1045.0,1045.0,0.519,0.001,15,1,1,DRL_ONEHOT
62,EUROPE,,1080.0,1080.0,0.58,0.001,2,1,1,DRL_ONEHOT
63,USA,,1100.0,1100.0,0.564,0.001,15,1,1,DRL_ONEHOT
64,BRAZIL,,1130.0,1130.0,2.154,0.001,1,1,1,DRL_ONEHOT
65,USA,,1135.0,1135.0,0.565,0.001,15,1,1,DRL_ONEHOT
66,EUROPE,,1140.0,1140.0,0.531,0.001,2,1,1,DRL_ONEHOT
67,EUROPE,,1155.0,1155.0,0.57,0.001,2,1,1,DRL_ONEHOT
68,BRAZIL,,1160.0,1160.0,0.543,0.001,1,1,1,DRL_ONEHOT
69,BRAZIL,,1165.0,1165.0,0.592,0.001,1,1,1,DRL_ONEHOT
70,USA,,1185.0,1185.0,0.585,0.001,15,1,1,DRL_ONEHOT
71,EUROPE,,1195.0,1195.0,0.523,0.001,2,1,1,DRL_ONEHOT
