task_id,region,anomaly,arrival_time_s,decision_time_s,latency_ms,joules_cost,decision_sat_id,success,semantic_compliant,engine
1,EUROPE,restricao_gdpr_europa,15.0,15.0,0.008,0.001,2,1,1,ORACLE
2,BRAZIL,,20.0,20.0,0.011,0.001,1,1,1,ORACLE
3,BRAZIL,,30.0,30.0,0.004,0.001,1,1,1,ORACLE
4,EUROPE,,35.0,35.0,0.003,0.001,2,1,1,ORACLE
5,EUROPE,,40.0,40.0,0.003,0.001,2,1,1,ORACLE
6,USA,,45.0,45.0,0.003,0.001,15,1,1,ORACLE
7,EUROPE,,50.0,50.0,0.003,0.001,2,1,1,ORACLE
8,EUROPE,,55.0,55.0,0.003,0.001,2,1,1,ORACLE
9,EUROPE,,60.0,60.0,0.003,0.001,2,1,1,ORACLE
10,BRAZIL,,65.0,65.0,0.003,0.001,1,1,1,ORACLE
11,USA,,70.0,70.0,0.003,0.001,15,1,1,ORACLE
12,USA,,75.0,75.0,0.003,0.001,15,1,1,ORACLE
13,USA,,80.0,80.0,0.003,0.001,15,1,1,ORACLE
14,USA,,90.0,90.0,0.003,0.001,15,1,1,ORACLE
15,EUROPE,,95.0,95.0,0.003,0.001,2,1,1,ORACLE
16,USA,,110.0,110.0,0.003,0.001,15,1,1,ORACLE
17,BRAZIL,,115.0,115.0,0.003,0.001,1,1,1,ORACLE
18,USA,,120.0,120.0,0.003,0.001,15,1,1,ORACLE
19,USA,,125.0,125.0,0.003,0.001,15,1,1,ORACLE
20,EUROPE,,130.0,130.0,0.003,0.001,2,1,1,ORACLE
21,USA,,135.0,135.0,0.003,0.001,15,1,1,ORACLE
22,EUROPE,,145.0,145.0,0.003,0.001,2,1,1,ORACLE
23,EUROPE,,150.0,150.0,0.003,0.001,2,1,1,ORACLE
24,EUROPE,,155.0,155.0,0.003,0.001,2,1,1,ORACLE
25,USA,,160.0,160.0,0.003,0.001,15,1,1,ORACLE
26,EUROPE,,165.0,165.0,0.003,0.001,2,1,1,ORACLE
27,EUROPE,,170.0,170.0,0.003,0.001,2,1,1,ORACLE
28,USA,restricao_gdpr_europa,180.0,180.0,0.005,0.001,2,1,1,ORACLE
29,BRAZIL,,205.0,205.0,0.003,0.001,1,1,1,ORACLE
30,USA,,210.0,210.0,0.003,0.001,15,1,1,ORACLE
31,EUROPE,,220.0,220.0,0.003,0.001,2,1,1,ORACLE
32,EUROPE,,225.0,225.0,0.003,0.001,2,1,1,ORACLE
33,EUROPE,,230.0,230.0,0.003,0.001,2,1,1,ORACLE
34,USA,,235.0,235.0,0.003,0.001,15,1,1,ORACLE
35,BRAZIL,restricao_gdpr_europa,240.0,240.0,0.005,0.001,2,1,1,ORACLE
36,BRAZIL,,245.0,245.0,0.003,0.001,1,1,1,ORACLE
37,BRAZIL,,255.0,255.0,0.003,0.001,1,1,1,ORACLE
38,USA,restricao_gdpr_europa,260.0,260.0,0.005,0.001,2,1,1,ORACLE
39,BRAZIL,,265.0,265.0,0.003,0.001,1,1,1,ORACLE
40,EUROPE,,270.0,270.0,0.003,0.001,2,1,1,ORACLE
41,BRAZIL,,275.0,275.0,0.003,0.001,1,1,1,ORACLE
42,EUROPE,,285.0,285.0,0.003,0.001,2,1,1,ORACLE
43,EUROPE,,295.0,295.0,0.003,0.001,2,1,1,ORACLE
44,BRAZIL,,300.0,300.0,0.003,0.001,1,1,1,ORACLE
45,BRAZIL,,305.0,305.0,0.003,0.001,1,1,1,ORACLE
46,BRAZIL,,315.0,315.0,0.003,0.001,1,1,1,ORACLE
47,USA,,320.0,320.0,0.003,0.001,15,1,1,ORACLE
48,BRAZIL,,335.0,335.0,0.003,0.001,1,1,1,ORACLE
49,BRAZIL,,340.0,340.0,0.003,0.001,1,1,1,ORACLE
50,BRAZIL,restricao_gdpr_europa,345.0,345.0,0.005,0.001,2,1,1,ORACLE
51,USA,,350.0,350.0,0.003,0.001,15,1,1,ORACLE
52,EUROPE,restricao_gdpr_europa,360.0,360.0,0.004,0.001,2,1,1,ORACLE
53,USA,,365.0,365.0,0.003,0.001,15,1,1,ORACLE
54,USA,,370.0,370.0,0.003,0.001,15,1,1,ORACLE
55,BRAZIL,,375.0,375.0,0.003,0.001,1,1,1,ORACLE
56,BRAZIL,restricao_soberania_brasil,380.0,380.0,0.004,0.001,1,1,1,ORACLE
57,USA,restricao_gdpr_europa,385.0,385.0,0.004,0.001,2,1,1,ORACLE
58,BRAZIL,,390.0,390.0,0.003,0.001,1,1,1,ORACLE
59,USA,,395.0,395.0,0.003,0.001,15,1,1,ORACLE
60,USA,,400.0,400.0,0.003,0.001,15,1,1,ORACLE
61,EUROPE,,410.0,410.0,0.003,0.001,2,1,1,ORACLE
62,USA,,415.0,415.0,0.003,0.001,15,1,1,ORACLE
63,USA,,420.0,420.0,0.003,0.001,15,1,1,ORACLE
64,BRAZIL,,425.0,425.0,0.003,0.001,1,1,1,ORACLE
65,USA,,430.0,430.0,0.003,0.001,15,1,1,ORACLE
66,BRAZIL,,435.0,435.0,0.003,0.001,1,1,1,ORACLE
67,BRAZIL,,440.0,440.0,0.003,0.001,1,1,1,ORACLE
68,BRAZIL,,445.0,445.0,0.003,0.001,1,1,1,ORACLE
69,BRAZIL,,450.0,450.0,0.003,0.001,1,1,1,ORACLE
70,USA,,455.0,455.0,0.003,0.001,15,1,1,ORACLE
71,BRAZIL,,460.0,460.0,0.003,0.001,1,1,1,ORACLE
72,EUROPE,restricao_soberania_brasil,465.0,465.0,0.005,0.001,1,1,1,ORACLE
73,USA,,470.0,470.0,0.056,0.001,15,1,1,ORACLE
74,EUROPE,,475.0,475.0,0.003,0.001,2,1,1,ORACLE
75,BRAZIL,restricao_soberania_brasil,480.0,480.0,0.005,0.001,1,1,1,ORACLE
76,EUROPE,,485.0,485.0,0.003,0.001,2,1,1,ORACLE
77,USA,,490.0,490.0,0.003,0.001,15,1,1,ORACLE
78,USA,,495.0,495.0,0.003,0.001,15,1,1,ORACLE
79,EUROPE,,500.0,500.0,0.003,0.001,2,1,1,ORACLE
80,USA,,505.0,505.0,0.003,0.001,15,1,1,ORACLE
81,EUROPE,,515.0,515.0,0.003,0.001,2,1,1,ORACLE
82,BRAZIL,,520.0,520.0,0.003,0.001,1,1,1,ORACLE
83,USA,,525.0,525.0,0.003,0.001,15,1,1,ORACLE
84,USA,,535.0,535.0,0.003,0.001,15,1,1,ORACLE
85,USA,,540.0,540.0,0.003,0.001,15,1,1,ORACLE
86,USA,restricao_gdpr_europa,545.0,545.0,0.005,0.001,2,1,1,ORACLE
87,EUROPE,,555.0,555.0,0.003,0.001,2,1,1,ORACLE
88,EUROPE,,560.0,560.0,0.003,0.001,2,1,1,ORACLE
89,EUROPE,,565.0,565.0,0.002,0.001,,0,1,ORACLE
90,BRAZIL,,570.0,570.0,0.003,0.001,1,1,1,ORACLE
91,EUROPE,,590.0,590.0,0.002,0.001,,0,1,ORACLE
92,BRAZIL,,595.0,595.0,0.003,0.001,1,1,1,ORACLE
93,BRAZIL,,600.0,600.0,0.003,0.001,1,1,1,ORACLE
94,EUROPE,,605.0,605.0,0.002,0.001,,0,1,ORACLE
95,EUROPE,,615.0,615.0,0.002,0.001,,0,1,ORACLE
96,EUROPE,,620.0,620.0,0.002,0.001,,0,1,ORACLE
97,USA,restricao_soberania_brasil,630.0,630.0,0.005,0.001,1,1,1,ORACLE
98,EUROPE,,635.0,635.0,0.002,0.001,,0,1,ORACLE
99,USA,,640.0,640.0,0.003,0.001,15,1,1,ORACLE
100,EUROPE,,645.0,645.0,0.002,0.001,,0,1,ORACLE
101,EUROPE,,655.0,655.0,0.002,0.001,,0,1,ORACLE
102,USA,,660.0,660.0,0.001,0.001,,0,1,ORACLE
103,USA,restricao_soberania_brasil,675.0,675.0,0.005,0.001,1,1,1,ORACLE
104,EUROPE,,680.0,680.0,0.003,0.001,2,1,1,ORACLE
105,BRAZIL,,685.0,685.0,0.003,0.001,1,1,1,ORACLE
106,USA,,690.0,690.0,0.002,0.001,,0,1,ORACLE
107,EUROPE,,695.0,695.0,0.002,0.001,,0,1,ORACLE
108,EUROPE,,700.0,700.0,0.002,0.001,,0,1,ORACLE
109,USA,,710.0,710.0,0.002,0.001,,0,1,ORACLE
110,BRAZIL,,715.0,715.0,0.003,0.001,1,1,1,ORACLE
111,USA,,720.0,720.0,0.002,0.001,,0,1,ORACLE
112,EUROPE,,725.0,725.0,0.002,0.001,,0,1,ORACLE
113,EUROPE,,730.0,730.0,0.002,0.001,,0,1,ORACLE
114,BRAZIL,,735.0,735.0,0.003,0.001,1,1,1,ORACLE
115,EUROPE,,745.0,745.0,0.002,0.001,,0,1,ORACLE
116,USA,,755.0,755.0,0.002,0.001,,0,1,ORACLE
117,USA,,760.0,760.0,0.001,0.001,,0,1,ORACLE
118,EUROPE,,775.0,775.0,0.002,0.001,,0,1,ORACLE
119,EUROPE,,780.0,780.0,0.002,0.001,,0,1,ORACLE
120,USA,,785.0,785.0,0.002,0.001,,0,1,ORACLE
121,BRAZIL,,790.0,790.0,0.003,0.001,1,1,1,ORACLE
122,BRAZIL,restricao_soberania_brasil,795.0,795.0,0.005,0.001,1,1,1,ORACLE
123,BRAZIL,,800.0,800.0,0.003,0.001,1,1,1,ORACLE
124,BRAZIL,,805.0,805.0,0.003,0.001,1,1,1,ORACLE
125,BRAZIL,,810.0,810.0,0.003,0.001,1,1,1,ORACLE
126,USA,,815.0,815.0,0.002,0.001,,0,1,ORACLE
127,USA,,820.0,820.0,0.001,0.001,,0,1,ORACLE
128,USA,,830.0,830.0,0.002,0.001,,0,1,ORACLE
129,EUROPE,,835.0,835.0,0.003,0.001,2,1,1,ORACLE
130,BRAZIL,restricao_soberania_brasil,840.0,840.0,0.005,0.001,1,1,1,ORACLE
131,USA,restricao_gdpr_europa,845.0,845.0,0.003,0.001,,0,0,ORACLE
132,EUROPE,,850.0,850.0,0.002,0.001,,0,1,ORACLE
133,BRAZIL,restricao_soberania_brasil,855.0,855.0,0.004,0.001,1,1,1,ORACLE
134,USA,,860.0,860.0,0.002,0.001,,0,1,ORACLE
